timestamp,sql_file,source,task,llm,strategy,repetition,db_type,m1_executability,m2_schema_correct,m2_has_case_id,m2_has_activity,m2_has_timestamp,columns,column_types,row_count,latency_s,error_class,error_msg
2026-03-13T08:57:38.640787+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t2/llama3/few_shot_r1.sql,llm,t2,llama3,few_shot,1,postgres,0,0,False,False,False,,,0,0.004,missing_column,"column de.visit_occurrence_id does not exist LINE 30:     de.visit_occurrence_id AS case_id,              ^ HINT:  Perhaps you meant to reference the column ""vo.visit_occurrence_id"". "
2026-03-13T08:57:38.646938+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t2/llama3/few_shot_r2.sql,llm,t2,llama3,few_shot,2,postgres,0,0,False,False,False,,,0,0.004,missing_column,"column de.visit_occurrence_id does not exist LINE 30:     de.visit_occurrence_id AS case_id,              ^ HINT:  Perhaps you meant to reference the column ""vo.visit_occurrence_id"". "
2026-03-13T08:57:38.652534+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t2/llama3/few_shot_r3.sql,llm,t2,llama3,few_shot,3,postgres,0,0,False,False,False,,,0,0.004,missing_column,"column de.visit_occurrence_id does not exist LINE 30:     de.visit_occurrence_id AS case_id,              ^ HINT:  Perhaps you meant to reference the column ""vo.visit_occurrence_id"". "
2026-03-13T08:57:38.658212+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t2/llama3/schema_aware_r1.sql,llm,t2,llama3,schema_aware,1,postgres,0,0,False,False,False,,,0,0.004,missing_column,"column de.visit_occurrence_id does not exist LINE 28:     de.visit_occurrence_id AS case_id,              ^ "
2026-03-13T08:57:41.747765+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t2/llama3/schema_aware_r2.sql,llm,t2,llama3,schema_aware,2,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,3.087,,
2026-03-13T08:57:41.755124+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t2/llama3/schema_aware_r3.sql,llm,t2,llama3,schema_aware,3,postgres,0,0,False,False,False,,,0,0.005,missing_column,"column de.visit_occurrence_id does not exist LINE 28:     de.visit_occurrence_id AS case_id,              ^ "
2026-03-13T08:57:50.290554+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t2/llama3/zero_shot_r1.sql,llm,t2,llama3,zero_shot,1,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,8.533,,
2026-03-13T08:57:50.299096+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t2/llama3/zero_shot_r2.sql,llm,t2,llama3,zero_shot,2,postgres,0,0,False,False,False,,,0,0.005,missing_column,"column de.visit_occurrence_id does not exist LINE 22:   de.visit_occurrence_id AS case_id,            ^ HINT:  Perhaps you meant to reference the column ""vo.visit_occurrence_id"". "
2026-03-13T08:57:50.307422+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t2/llama3/zero_shot_r3.sql,llm,t2,llama3,zero_shot,3,postgres,0,0,False,False,False,,,0,0.006,missing_column,"column dra.visit_occurrence_id does not exist LINE 22:   dra.visit_occurrence_id AS case_id,            ^ "
2026-03-13T08:57:50.408092+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/claude/few_shot_r1.sql,llm,t3,claude,few_shot,1,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,0.098,,
2026-03-13T08:57:50.457112+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/claude/few_shot_r2.sql,llm,t3,claude,few_shot,2,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,0.045,,
2026-03-13T08:57:50.511482+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/claude/few_shot_r3.sql,llm,t3,claude,few_shot,3,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,0.051,,
2026-03-13T08:57:54.298231+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/claude/schema_aware_r1.sql,llm,t3,claude,schema_aware,1,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,3.782,,
2026-03-13T08:57:55.612080+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/claude/schema_aware_r2.sql,llm,t3,claude,schema_aware,2,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,1.31,,
2026-03-13T08:57:56.883044+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/claude/schema_aware_r3.sql,llm,t3,claude,schema_aware,3,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,1.266,,
2026-03-13T08:57:58.936578+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/claude/zero_shot_r1.sql,llm,t3,claude,zero_shot,1,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,2.049,,
2026-03-13T08:58:00.313018+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/claude/zero_shot_r2.sql,llm,t3,claude,zero_shot,2,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,1.373,,
2026-03-13T08:58:01.697746+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/claude/zero_shot_r3.sql,llm,t3,claude,zero_shot,3,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,1.381,,
2026-03-13T08:58:06.485618+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/gpt4o/few_shot_r1.sql,llm,t3,gpt4o,few_shot,1,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,4.784,,
2026-03-13T08:58:08.822340+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/gpt4o/few_shot_r2.sql,llm,t3,gpt4o,few_shot,2,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,2.332,,
2026-03-13T08:58:13.059471+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/gpt4o/few_shot_r3.sql,llm,t3,gpt4o,few_shot,3,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,4.233,,
2026-03-13T08:58:17.178229+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/gpt4o/schema_aware_r1.sql,llm,t3,gpt4o,schema_aware,1,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,4.114,,
2026-03-13T08:58:19.527840+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/gpt4o/schema_aware_r2.sql,llm,t3,gpt4o,schema_aware,2,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,2.345,,
2026-03-13T08:58:21.913307+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/gpt4o/schema_aware_r3.sql,llm,t3,gpt4o,schema_aware,3,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,2.382,,
2026-03-13T08:58:26.177374+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/gpt4o/zero_shot_r1.sql,llm,t3,gpt4o,zero_shot,1,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,4.261,,
2026-03-13T08:58:30.412308+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/gpt4o/zero_shot_r2.sql,llm,t3,gpt4o,zero_shot,2,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,4.232,,
2026-03-13T08:58:34.621730+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/gpt4o/zero_shot_r3.sql,llm,t3,gpt4o,zero_shot,3,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,4.206,,
2026-03-13T08:58:41.869275+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/llama3/few_shot_r1.sql,llm,t3,llama3,few_shot,1,postgres,1,1,True,True,True,case_id|activity|timestamp,20|1043|1114,-1,7.243,,
2026-03-13T09:01:11.613996+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/llama3/few_shot_r2.sql,llm,t3,llama3,few_shot,2,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,149.739,,
2026-03-13T09:01:20.621768+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/llama3/few_shot_r3.sql,llm,t3,llama3,few_shot,3,postgres,1,1,True,True,True,case_id|activity|timestamp,20|1043|1114,-1,9.001,,
2026-03-13T09:01:24.042516+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/llama3/schema_aware_r1.sql,llm,t3,llama3,schema_aware,1,postgres,1,1,True,True,True,case_id|activity|timestamp,20|1043|1114,-1,3.418,,
2026-03-13T09:01:27.399769+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/llama3/schema_aware_r2.sql,llm,t3,llama3,schema_aware,2,postgres,1,1,True,True,True,case_id|activity|timestamp,20|1043|1114,-1,3.355,,
2026-03-13T09:01:30.743480+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/llama3/schema_aware_r3.sql,llm,t3,llama3,schema_aware,3,postgres,1,1,True,True,True,case_id|activity|timestamp,20|1043|1114,-1,3.34,,
2026-03-13T09:01:33.479974+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/llama3/zero_shot_r1.sql,llm,t3,llama3,zero_shot,1,postgres,1,1,True,True,True,case_id|activity|timestamp,20|1043|1114,-1,2.734,,
2026-03-13T09:01:36.224614+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/llama3/zero_shot_r2.sql,llm,t3,llama3,zero_shot,2,postgres,1,1,True,True,True,case_id|activity|timestamp,20|1043|1114,-1,2.74,,
2026-03-13T09:01:38.986507+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t3/llama3/zero_shot_r3.sql,llm,t3,llama3,zero_shot,3,postgres,1,1,True,True,True,case_id|activity|timestamp,20|1043|1114,-1,2.757,,
2026-03-13T09:03:55.029723+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t4/claude/few_shot_r1.sql,llm,t4,claude,few_shot,1,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,136.036,,
2026-03-13T09:08:33.798365+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t4/claude/few_shot_r2.sql,llm,t4,claude,few_shot,2,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,144.213,,
2026-03-13T09:10:51.642597+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t4/claude/few_shot_r3.sql,llm,t4,claude,few_shot,3,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,137.836,,
2026-03-13T09:10:53.667951+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t4/claude/schema_aware_r1.sql,llm,t4,claude,schema_aware,1,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,2.021,,
2026-03-13T09:10:54.897012+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t4/claude/schema_aware_r2.sql,llm,t4,claude,schema_aware,2,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,1.226,,
2026-03-13T09:10:56.165026+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t4/claude/schema_aware_r3.sql,llm,t4,claude,schema_aware,3,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,1.265,,
2026-03-13T09:13:02.837044+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t4/claude/zero_shot_r1.sql,llm,t4,claude,zero_shot,1,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,126.668,,
2026-03-13T09:15:09.288707+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t4/claude/zero_shot_r2.sql,llm,t4,claude,zero_shot,2,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,126.443,,
2026-03-13T09:19:01.440183+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t4/claude/zero_shot_r3.sql,llm,t4,claude,zero_shot,3,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,143.251,,
2026-03-13T09:21:16.539309+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t4/gpt4o/few_shot_r1.sql,llm,t4,gpt4o,few_shot,1,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,135.094,,
2026-03-13T09:23:31.899844+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t4/gpt4o/few_shot_r2.sql,llm,t4,gpt4o,few_shot,2,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,135.357,,
2026-03-13T09:25:44.625728+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t4/gpt4o/few_shot_r3.sql,llm,t4,gpt4o,few_shot,3,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,132.718,,
2026-03-13T09:29:27.664079+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t4/gpt4o/schema_aware_r1.sql,llm,t4,gpt4o,schema_aware,1,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,146.602,,
2026-03-13T09:33:20.559492+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t4/gpt4o/schema_aware_r2.sql,llm,t4,gpt4o,schema_aware,2,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,232.891,,
2026-03-13T09:33:22.369797+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t4/gpt4o/schema_aware_r3.sql,llm,t4,gpt4o,schema_aware,3,postgres,1,1,True,True,True,case_id|activity|timestamp,20|25|1114,-1,1.806,,
2026-03-13T09:41:38.285145+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t4/gpt4o/zero_shot_r1.sql,llm,t4,gpt4o,zero_shot,1,postgres,1,1,True,True,True,case_id|activity|timestamp,20|1043|1114,-1,265.111,,
2026-03-13T09:45:51.482793+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t4/gpt4o/zero_shot_r2.sql,llm,t4,gpt4o,zero_shot,2,postgres,1,1,True,True,True,case_id|activity|timestamp,20|1043|1114,-1,253.19,,
2026-03-13T09:52:39.622930+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t4/gpt4o/zero_shot_r3.sql,llm,t4,gpt4o,zero_shot,3,postgres,0,0,False,False,False,,,0,301.079,timeout,canceling statement due to statement timeout 
